GlobalId,Name,Text
0EBpjNs3v3MxU8bYRA6prM,"Window:2 panels, casement, orthogonal",O1. DST: 0.1; EDP: -5.82076551505568; JUF: 1; JUFD: 0.02; JUK: 1; LBM: 0; OTI: OTI; SRP: -3.98690351780236; SSL: 3; STR3D: 2; WDI: WDI; Project: Project Name; Building: The building; Storey: Level 4; Top Elevation: 8.2; Bottom Elevation: 6; Global Top Elevation: 8.2; Global Bottom Elevation: 6; Has Own Geometry: 1; Children Have Geometry: 0; Global X: -5.82077902619658; Global Y: 0.386810901943029; Global Z: 6; Bounding Box Length: 1.83388901953511; Bounding Box Width: 0.101490641310185; Bounding Box Height: 2.2
1Bbgv50GPBwPoZjaBb_Fxr,"Window:2 panels, casement, orthogonal",O1. DST: 0.1; EDP: -3.97452663615054; JUF: 1; JUFD: 0.02; JUK: 1; LBM: 0; OTI: OTI; SRP: -2.93689017622593; SSL: 3; STR3D: 0; WDI: WDI; Project: Project Name; Building: The building; Storey: Level 4; Top Elevation: 8.2; Bottom Elevation: 6; Global Top Elevation: 8.2; Global Bottom Elevation: 6; Has Own Geometry: 1; Children Have Geometry: 0; Global X: -3.97452663615054; Global Y: -1.07823664008801; Global Z: 6; Bounding Box Length: 1.0376364599246; Bounding Box Width: 0.101000000000001; Bounding Box Height: 2.2
2ee3mHOuzCKO2LpqzR469w,"Window:1 panel, casement, orthogonal",O1. DST: 0.1; EDP: -6.11463565549613; JUF: 1; JUFD: 0.02; JUK: 1; LBM: 0; OTI: OTI; SRP: -6.11432734244972; SSL: 12; STR3D: 1; WDI: WDI; Project: Project Name; Building: The building; Storey: Level 4; Top Elevation: 8.2; Bottom Elevation: 6; Global Top Elevation: 8.2; Global Bottom Elevation: 6; Has Own Geometry: 1; Children Have Geometry: 0; Global X: -6.24013565100439; Global Y: 0.436067919209455; Global Z: 6; Bounding Box Length: 0.251308304062924; Bounding Box Width: 1.15243529313077; Bounding Box Height: 2.2
21HU0XRU93FRFPrvy2hkYH,"Window:1 panel, casement, orthogonal",O1. DST: 0.1; EDP: -6.11529806319104; JUF: 1; JUFD: 0.02; JUK: 1; LBM: 0; OTI: OTI; SRP: -6.11498596925805; SSL: 1; STR3D: 2; WDI: WDI; Project: Project Name; Building: The building; Storey: Level 4; Top Elevation: 8.2; Bottom Elevation: 6; Global Top Elevation: 8.2; Global Bottom Elevation: 6; Has Own Geometry: 1; Children Have Geometry: 0; Global X: -6.2407980586993; Global Y: 2.89778842720691; Global Z: 6; Bounding Box Length: 0.251312084949507; Bounding Box Width: 1.16656694693618; Bounding Box Height: 2.2
1WzjYLnTbCuAaqSH0d1fc8,"Window:1 panel, casement, orthogonal",O1. DST: 0.1; EDP: -1.77619822352992; JUF: 1; JUFD: 0.02; JUK: 1; LBM: 0; OTI: OTI; SRP: -2.56864554395377; SSL: 1; STR3D: 0; WDI: WDI; Project: Project Name; Building: The building; Storey: Level 4; Top Elevation: 8.2; Bottom Elevation: 6; Global Top Elevation: 8.2; Global Bottom Elevation: 6; Has Own Geometry: 1; Children Have Geometry: 0; Global X: -2.56867369989532; Global Y: 4.30631440446687; Global Z: 6; Bounding Box Length: 0.792503632306945; Bounding Box Width: 0.251177779348511; Bounding Box Height: 2.2
3AG066_k50VefMTx2rqqjF,"Window:1 panel, casement, orthogonal",O1. DST: 0.1; EDP: 1.76305569750848; JUF: 1; JUFD: 0.02; JUK: 1; LBM: 0; OTI: OTI; SRP: 0.507658192186572; SSL: 12; STR3D: 1; WDI: WDI; Project: Project Name; Building: The building; Storey: Level 4; Top Elevation: 8.2; Bottom Elevation: 6; Global Top Elevation: 8.2; Global Bottom Elevation: 6; Has Own Geometry: 1; Children Have Geometry: 0; Global X: 0.507630036245024; Global Y: 4.30700457363307; Global Z: 6; Bounding Box Length: 1.25545381720501; Bounding Box Width: 0.251281642286152; Bounding Box Height: 2.2
1GWCxpwFz0WvVVltDtbOiA,"Window:1 panel, casement, orthogonal",O1. DST: 0.1; EDP: -4.59989827907392; JUF: 1; JUFD: 0.02; JUK: 1; LBM: 0; OTI: OTI; SRP: -5.78249238195729; SSL: 1; STR3D: 0; WDI: WDI; Project: Project Name; Building: The building; Storey: Level 4; Top Elevation: 8.2; Bottom Elevation: 6; Global Top Elevation: 8.2; Global Bottom Elevation: 6; Has Own Geometry: 1; Children Have Geometry: 0; Global X: -5.78252053789884; Global Y: 4.30559337748685; Global Z: 6; Bounding Box Length: 1.18265041476647; Bounding Box Width: 0.251265308832803; Bounding Box Height: 2.2
1gRylCq8jEiO76_lp3gEj3,"Door:1 panel, sliding, orthogonal, glass",O1. DST: 0.1; EDP: -0.271916501487978; JUF: 1; JUFD: 0.02; JUK: 1; LBM: 0; OTI: OTI; SRP: -0.271916501487978; SSL: 44; STR3D: 0; WDI: WDI; Project: Project Name; Building: The building; Storey: Level 4; Top Elevation: 8.2; Bottom Elevation: 6; Global Top Elevation: 8.2; Global Bottom Elevation: 6; Has Own Geometry: 1; Children Have Geometry: 0; Global X: -0.322416501487978; Global Y: -3.13976109819238; Global Z: 6; Bounding Box Length: 0.101; Bounding Box Width: 1.4; Bounding Box Height: 2.2
2z6okU$yn599EKnE40Oq4B,"Door:1 panel, casement, orthogonal, compact",O1. DST: 0.1; EDP: -2.58689017622593; JUF: 1; JUFD: 0.02; JUK: 1; LBM: 0; OTI: OTI; SRP: -1.68689017622593; SSL: 1; STR3D: 0; WDI: WDI; Project: Project Name; Building: The building; Storey: Level 4; Top Elevation: 8.2; Bottom Elevation: 6; Global Top Elevation: 8.2; Global Bottom Elevation: 6; Has Own Geometry: 1; Children Have Geometry: 0; Global X: -2.58689017622593; Global Y: -0.0124309058053349; Global Z: 6; Bounding Box Length: 0.9; Bounding Box Width: 0.250999999999999; Bounding Box Height: 2.2
1wlQlgznjBGP0$H$Vpfd6G,"Door:1 panel, casement, orthogonal, compact",O1. DST: 0.1; EDP: -0.271916501487978; JUF: 1; JUFD: 0.02; JUK: 1; LBM: 0; OTI: OTI; SRP: -0.271916501487978; SSL: 1; STR3D: 1; WDI: WDI; Project: Project Name; Building: The building; Storey: Level 4; Top Elevation: 8.2; Bottom Elevation: 6; Global Top Elevation: 8.2; Global Bottom Elevation: 6; Has Own Geometry: 1; Children Have Geometry: 0; Global X: -0.322416501487978; Global Y: -1.60566741853478; Global Z: 6; Bounding Box Length: 0.101000000000001; Bounding Box Width: 0.872284748746033; Bounding Box Height: 2.2
3T1GK6uYPDZeWyRgCkyHQD,"Door:1 panel, casement, orthogonal, compact",O1. DST: 0.1; EDP: 0.595882244643759; JUF: 1; JUFD: 0.02; JUK: 1; LBM: 0; OTI: OTI; SRP: -0.104117755356241; SSL: 1; STR3D: 1; WDI: WDI; Project: Project Name; Building: The building; Storey: Level 4; Top Elevation: 8.2; Bottom Elevation: 6; Global Top Elevation: 8.2; Global Bottom Elevation: 6; Has Own Geometry: 1; Children Have Geometry: 0; Global X: -0.104117755356241; Global Y: -2.712154585395; Global Z: 6; Bounding Box Length: 0.7; Bounding Box Width: 0.100999999999999; Bounding Box Height: 2.2
1YauzMBAn5egl8wiG2zRt3,"Door:1 panel, casement, orthogonal, compact",O1. DST: 0.1; EDP: -3.98690351780236; JUF: 1; JUFD: 0.02; JUK: 1; LBM: 0; OTI: OTI; SRP: -2.98690355359316; SSL: 1; STR3D: 1; WDI: WDI; Project: Project Name; Building: The building; Storey: Level 4; Top Elevation: 8.2; Bottom Elevation: 6; Global Top Elevation: 8.2; Global Bottom Elevation: 6; Has Own Geometry: 1; Children Have Geometry: 0; Global X: -3.98691702894326; Global Y: 0.387301546868088; Global Z: 6; Bounding Box Length: 1.000026986491; Bounding Box Width: 0.101267543729602; Bounding Box Height: 2.2
0uhk$wqiz3kvnIOeW1MVnn,"Door:1 panel, sliding, compact",O1. DST: 0.1; EDP: -1.45168698646103; JUF: 1; JUFD: 0.02; JUK: 1; LBM: 0; OTI: OTI; SRP: -1.45168698646103; SSL: 50; STR3D: 2; WDI: WDI; Project: Project Name; Building: The building; Storey: Level 4; Top Elevation: 8.2; Bottom Elevation: 6; Global Top Elevation: 8.2; Global Bottom Elevation: 6; Has Own Geometry: 1; Children Have Geometry: 0; Global X: -1.52668698646103; Global Y: 0.238069094194664; Global Z: 6; Bounding Box Length: 0.1255; Bounding Box Width: 1.50488323498033; Bounding Box Height: 2.2
1DAP8D4iX5OxQ$sQ6JppLW,"Door:1 panel, casement, orthogonal, compact",O1. DST: 0.1; EDP: 0.931850327318929; JUF: 1; JUFD: 0.02; JUK: 1; LBM: 0; OTI: OTI; SRP: 0.931850327318933; SSL: 1; STR3D: 3; WDI: WDI; Project: Project Name; Building: The building; Storey: Level 4; Top Elevation: 8.2; Bottom Elevation: 6; Global Top Elevation: 8.2; Global Bottom Elevation: 6; Has Own Geometry: 1; Children Have Geometry: 0; Global X: 0.881350327318929; Global Y: -2.58976109819237; Global Z: 6; Bounding Box Length: 0.101000000000004; Bounding Box Width: 0.850000000000001; Bounding Box Height: 2.2
2o7MVhzKH99fKb1fklm2md,Wall 25 cm,. IsExternal: 1; WAHG: 3; WHLR: 4360BCB872970FD; Project: Project Name; Building: The building; Storey: Level 4; Top Elevation: 9; Bottom Elevation: 6; Global Top Elevation: 9; Global Bottom Elevation: 6; Has Own Geometry: 1; Children Have Geometry: 0; Global X: -0.221916501487978; Global Y: -0.0119309058053361; Global Z: 6; Bounding Box Length: 0.25; Bounding Box Width: 4.31932788048574; Bounding Box Height: 3
2Mv5Y_a8nDiOCnqHW$snIH,Wall 10 cm,. IsExternal: 0; WAHG: 0.7; WHLR: 4360BCB87300AC1; Project: Project Name; Building: The building; Storey: Level 4; Top Elevation: 6.7; Bottom Elevation: 6; Global Top Elevation: 6.7; Global Bottom Elevation: 6; Has Own Geometry: 1; Children Have Geometry: 1; Global X: -5.98934102684992; Global Y: 0.387265803572076; Global Z: 6; Bounding Box Length: 3.00245085062399; Bounding Box Width: 0.100803294201668; Bounding Box Height: 0.7
2HYKE2Fp16LQ6t92a5n_Ni,Opening Shape:Orthogonal,. Project: Project Name; Building: The building; Storey: Level 4; Top Elevation: 8.2; Bottom Elevation: 6; Global Top Elevation: 8.2; Global Bottom Elevation: 6; Has Own Geometry: 1; Children Have Geometry: 0; Global X: -3.98691689516959; Global Y: 0.387801546850191; Global Z: 6; Bounding Box Length: 1.00002671894366; Bounding Box Width: 0.100267543765394; Bounding Box Height: 2.2
0L4jjOv09BrRnmFSNYf6dW,Opening Shape:Orthogonal,. Project: Project Name; Building: The building; Storey: Level 4; Top Elevation: 8.2; Bottom Elevation: 6; Global Top Elevation: 8.2; Global Bottom Elevation: 6; Has Own Geometry: 1; Children Have Geometry: 0; Global X: -5.82077889242291; Global Y: 0.387310901925137; Global Z: 6; Bounding Box Length: 1.83388875198777; Bounding Box Width: 0.100490641345976; Bounding Box Height: 2.2
2Bf50s02v04PxVBJKE1jDr,Wall 10 cm,. IsExternal: 0; WAHG: 0.7; WHLR: 4360BCB87300B6C; Project: Project Name; Building: The building; Storey: Level 4; Top Elevation: 6.7; Bottom Elevation: 6; Global Top Elevation: 6.7; Global Bottom Elevation: 6; Has Own Geometry: 1; Children Have Geometry: 1; Global X: -2.93689017622593; Global Y: -1.07773664008801; Global Z: 6; Bounding Box Length: 0.1; Bounding Box Width: 0.0999999999999996; Bounding Box Height: 0.7
1rahvfXeL7KeoIYYtbZCtk,Opening Shape:Orthogonal,. Project: Project Name; Building: The building; Storey: Level 4; Top Elevation: 8.2; Bottom Elevation: 6; Global Top Elevation: 8.2; Global Bottom Elevation: 6; Has Own Geometry: 1; Children Have Geometry: 0; Global X: -3.97452663615054; Global Y: -1.07773664008801; Global Z: 6; Bounding Box Length: 1.0376364599246; Bounding Box Width: 0.0999999999999996; Bounding Box Height: 2.2
0CY$7FKR1EfRdEkW8hzjsU,Wall 25 cm,. IsExternal: 1; WAHG: 3; WHLR: 4360BCB872970E3; Project: Project Name; Building: The building; Storey: Level 4; Top Elevation: 9; Bottom Elevation: 6; Global Top Elevation: 9; Global Bottom Elevation: 6; Has Own Geometry: 1; Children Have Geometry: 0; Global X: -1.59634331028464; Global Y: 1.74295232917499; Global Z: 6; Bounding Box Length: 1.37442680879666; Bounding Box Width: 0.25; Bounding Box Height: 3
2fbGRVSoH4je2WmHPkdRpY,Wall 15 cm,. IsExternal: 0; WAHG: 3; WHLR: 4360BCB87297143; Project: Project Name; Building: The building; Storey: Level 4; Top Elevation: 9; Bottom Elevation: 6; Global Top Elevation: 9; Global Bottom Elevation: 6; Has Own Geometry: 1; Children Have Geometry: 0; Global X: -2.98689017622593; Global Y: -0.0119309058053361; Global Z: 6; Bounding Box Length: 0.15; Bounding Box Width: 4.31868512324787; Bounding Box Height: 3
0N16McHg94hf35GOJ$FJY_,Wall 10 cm,. IsExternal: 0; WAHG: 3; WHLR: 4360BCB87297192; Project: Project Name; Building: The building; Storey: Level 4; Top Elevation: 9; Bottom Elevation: 8.2; Global Top Elevation: 9; Global Bottom Elevation: 8.2; Has Own Geometry: 1; Children Have Geometry: 1; Global X: -1.50168698646103; Global Y: 0.238069094194664; Global Z: 8.2; Bounding Box Length: 0.1; Bounding Box Width: 1.50488323498033; Bounding Box Height: 0.800000000000001
0PIvl9VWb1g9yVIQF1uEhN,Opening Shape:Orthogonal,. Project: Project Name; Building: The building; Storey: Level 4; Top Elevation: 8.2; Bottom Elevation: 6; Global Top Elevation: 8.2; Global Bottom Elevation: 6; Has Own Geometry: 1; Children Have Geometry: 0; Global X: -1.50168698646103; Global Y: 0.238069094194664; Global Z: 6; Bounding Box Length: 0.1; Bounding Box Width: 1.50488323498033; Bounding Box Height: 2.2
2gX_qZ$yv3Yu8jA1vfVZ4W,Wall 10 cm,. IsExternal: 0; WAHG: 3; WHLR: 4360BCB872FFFBD; Project: Project Name; Building: The building; Storey: Level 4; Top Elevation: 9; Bottom Elevation: 6; Global Top Elevation: 9; Global Bottom Elevation: 6; Has Own Geometry: 1; Children Have Geometry: 1; Global X: -0.321916501487978; Global Y: -4.19272457947199; Global Z: 6; Bounding Box Length: 0.1; Bounding Box Width: 4.18079367366666; Bounding Box Height: 3
2r_qKcWUr3PRSz3GOXB_FD,Opening Shape:Square,. Project: Project Name; Building: The building; Storey: Level 4; Top Elevation: 8.2; Bottom Elevation: 6; Global Top Elevation: 8.2; Global Bottom Elevation: 6; Has Own Geometry: 1; Children Have Geometry: 0; Global X: -0.321916501487978; Global Y: -0.733382669788746; Global Z: 6; Bounding Box Length: 0.1; Bounding Box Width: 0.721451763983412; Bounding Box Height: 2.2
2KRw4G6Cr24fgSLwxBgpCW,Opening Shape:Orthogonal,. Project: Project Name; Building: The building; Storey: Level 4; Top Elevation: 8.2; Bottom Elevation: 6; Global Top Elevation: 8.2; Global Bottom Elevation: 6; Has Own Geometry: 1; Children Have Geometry: 0; Global X: -0.321916501487978; Global Y: -1.60566741853478; Global Z: 6; Bounding Box Length: 0.1; Bounding Box Width: 0.872284748746033; Bounding Box Height: 2.2
1dftvFpdr6dPaje7DotMSk,Opening Shape:Orthogonal,. Project: Project Name; Building: The building; Storey: Level 4; Top Elevation: 8.2; Bottom Elevation: 6; Global Top Elevation: 8.2; Global Bottom Elevation: 6; Has Own Geometry: 1; Children Have Geometry: 0; Global X: -0.321916501487978; Global Y: -2.73976109819238; Global Z: 6; Bounding Box Length: 0.1; Bounding Box Width: 0.999999999999998; Bounding Box Height: 2.2
2pNnpv7mLAquwpeJjutFRs,Wall 10 cm,. IsExternal: 0; WAHG: 3; WHLR: 4360BCB87300009; Project: Project Name; Building: The building; Storey: Level 4; Top Elevation: 9; Bottom Elevation: 6; Global Top Elevation: 9; Global Bottom Elevation: 6; Has Own Geometry: 1; Children Have Geometry: 0; Global X: -0.221916501487978; Global Y: -1.73976109819238; Global Z: 6; Bounding Box Length: 2.88149564290227; Bounding Box Width: 0.100000000000012; Bounding Box Height: 3
0Q39IvjbX6qAp$CLLRNl0u,Wall 10 cm,. IsExternal: 0; WAHG: 3; WHLR: 4360BCB87300083; Project: Project Name; Building: The building; Storey: Level 4; Top Elevation: 9; Bottom Elevation: 6; Global Top Elevation: 9; Global Bottom Elevation: 6; Has Own Geometry: 1; Children Have Geometry: 1; Global X: 0.881850327318929; Global Y: -4.37336291521416; Global Z: 6; Bounding Box Length: 0.100000000000011; Bounding Box Width: 2.63360181702179; Bounding Box Height: 3
2SjQfBMjH4ZOM5MvU6SnV7,Opening Shape:Orthogonal,. Project: Project Name; Building: The building; Storey: Level 4; Top Elevation: 8.2; Bottom Elevation: 6; Global Top Elevation: 8.2; Global Bottom Elevation: 6; Has Own Geometry: 1; Children Have Geometry: 0; Global X: 0.881850327318929; Global Y: -2.58976109819237; Global Z: 6; Bounding Box Length: 0.100000000000003; Bounding Box Width: 0.850000000000001; Bounding Box Height: 2.2
1uuEi8wC14ChV05ZaL9UrE,Wall 10 cm,. IsExternal: 0; WAHG: 3; WHLR: 4360BCB873000F0; Project: Project Name; Building: The building; Storey: Level 4; Top Elevation: 9; Bottom Elevation: 6; Global Top Elevation: 9; Global Bottom Elevation: 6; Has Own Geometry: 1; Children Have Geometry: 1; Global X: -0.221916501487978; Global Y: -2.711654585395; Global Z: 6; Bounding Box Length: 1.10376682880691; Bounding Box Width: 0.100000000000005; Bounding Box Height: 3
3Ov7doKfzDNxxT0ctltqkh,Opening Shape:Orthogonal,. Project: Project Name; Building: The building; Storey: Level 4; Top Elevation: 8.2; Bottom Elevation: 6; Global Top Elevation: 8.2; Global Bottom Elevation: 6; Has Own Geometry: 1; Children Have Geometry: 0; Global X: -0.104117755356241; Global Y: -2.711654585395; Global Z: 6; Bounding Box Length: 0.7; Bounding Box Width: 0.100000000000001; Bounding Box Height: 2.2
3$S0Vxm$XDtQ7OAGvaoauW,Wall 10 cm,. IsExternal: 0; WAHG: 0.7; WHLR: 4360BCB873005E6; Project: Project Name; Building: The building; Storey: Level 4; Top Elevation: 6.7; Bottom Elevation: 6; Global Top Elevation: 6.7; Global Bottom Elevation: 6; Has Own Geometry: 1; Children Have Geometry: 1; Global X: -2.93689017622593; Global Y: -4.37336291521416; Global Z: 6; Bounding Box Length: 0.100000000000001; Bounding Box Width: 3.39562627512615; Bounding Box Height: 0.7
1xTm22ZQz6fgAfvQCspivZ,Opening Shape:Orthogonal,. Project: Project Name; Building: The building; Storey: Level 4; Top Elevation: 8.2; Bottom Elevation: 6; Global Top Elevation: 8.2; Global Bottom Elevation: 6; Has Own Geometry: 1; Children Have Geometry: 0; Global X: -2.93689017622593; Global Y: -4.19272457947199; Global Z: 6; Bounding Box Length: 0.100000000000001; Bounding Box Width: 3.11498793938398; Bounding Box Height: 2.2
1ZoST$tHL3uuGFvpJ5IsUC,Wall 25 cm,. IsExternal: 1; WAHG: 3; WHLR: 4360BCB8727964B; Project: Project Name; Building: The building; Storey: Level 4; Top Elevation: 9; Bottom Elevation: 6; Global Top Elevation: 9; Global Bottom Elevation: 6; Has Own Geometry: 1; Children Have Geometry: 1; Global X: 2.65956244234055; Global Y: -4.62336291521416; Global Z: 6; Bounding Box Length: 0.250054560333332; Bounding Box Width: 9.18140636862406; Bounding Box Height: 3
1u0UtIniL3mwmpxWizRlig,Opening Shape:Orthogonal,. Project: Project Name; Building: The building; Storey: Level 4; Top Elevation: 8.3; Bottom Elevation: 6.8; Global Top Elevation: 8.3; Global Bottom Elevation: 6.8; Has Own Geometry: 1; Children Have Geometry: 0; Global X: 2.65957005733519; Global Y: -4.19272534312998; Global Z: 6.8; Bounding Box Length: 0.25; Bounding Box Width: 1.06591961765604; Bounding Box Height: 1.5
1tM6iOLez76wlYhob_xSFv,Opening Shape:Orthogonal,. Project: Project Name; Building: The building; Storey: Level 4; Top Elevation: 8.3; Bottom Elevation: 6.8; Global Top Elevation: 8.3; Global Bottom Elevation: 6.8; Has Own Geometry: 1; Children Have Geometry: 0; Global X: 2.65957005733985; Global Y: -3.12680572547394; Global Z: 6.8; Bounding Box Length: 0.250006511503408; Bounding Box Width: 1.06592114482056; Bounding Box Height: 1.5
0oSITvHC5EDwHUwdKRVcVY,Opening Shape:Orthogonal,. Project: Project Name; Building: The building; Storey: Level 4; Top Elevation: 8.3; Bottom Elevation: 6.8; Global Top Elevation: 8.3; Global Bottom Elevation: 6.8; Has Own Geometry: 1; Children Have Geometry: 0; Global X: 2.65958688103603; Global Y: -0.372803488669875; Global Z: 6.8; Bounding Box Length: 0.250007662951258; Bounding Box Width: 1.25441063735094; Bounding Box Height: 1.5
1yrCMX0gj6S85w7qiIGGl7,Opening Shape:Orthogonal,. Project: Project Name; Building: The building; Storey: Level 4; Top Elevation: 8.3; Bottom Elevation: 6.8; Global Top Elevation: 8.3; Global Bottom Elevation: 6.8; Has Own Geometry: 1; Children Have Geometry: 0; Global X: 2.65957921808011; Global Y: -1.62721259881652; Global Z: 6.8; Bounding Box Length: 0.250007662951258; Bounding Box Width: 1.25441063735094; Bounding Box Height: 1.5
3Q_UdefVz5J9OHi1Szkch5,Wall 25 cm,. IsExternal: 1; WAHG: 3; WHLR: 4360BCB87297121; Project: Project Name; Building: The building; Storey: Level 4; Top Elevation: 9; Bottom Elevation: 6; Global Top Elevation: 9; Global Bottom Elevation: 6; Has Own Geometry: 1; Children Have Geometry: 1; Global X: -2.98689017622593; Global Y: -0.0119309058053361; Global Z: 6; Bounding Box Length: 2.76497367473795; Bounding Box Width: 0.250000000000002; Bounding Box Height: 3
1kya7dDun4rReYsujFQNxr,Opening Shape:Orthogonal,. Project: Project Name; Building: The building; Storey: Level 4; Top Elevation: 8.2; Bottom Elevation: 6; Global Top Elevation: 8.2; Global Bottom Elevation: 6; Has Own Geometry: 1; Children Have Geometry: 0; Global X: -2.58689017622593; Global Y: -0.0119309058053361; Global Z: 6; Bounding Box Length: 0.9; Bounding Box Width: 0.250000000000002; Bounding Box Height: 2.2
